,film_id,avg_rental_cost,avg_hours_rented,avg_hours_rental_allowed,category_id,language_id,hours_length,avg_replacement_cost,rating,description,special_features,actors_in_film,actor_list,total_actor_fame,total_actor_influence,num_rent
706,741,1.24,128.625,168.0,12,1,1.35,28.99,NC-17,A Thoughtful Panorama of a Mad Cow And a Student who must Battle a Forensic Psychologist in Berlin,set([u'Trailers']),2,"99,108",60.0,241.0,24
707,743,1.49,117.9,168.0,2,1,1.0,27.99,PG,A Awe-Inspiring Panorama of a Composer And a Secret Agent who must Sink a Composer in A Shark Tank,"set([u'Trailers', u'Deleted Scenes', u'Behind the Scenes'])",2,"28,72",57.0,221.0,20
708,744,2.519412,121.1176,96.0,4,1,1.4833,23.99,PG-13,A Brilliant Drama of a Mad Cow And a Hunter who must Escape a Hunter in Berlin,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",10,"40,75,93,102,108,111,139,172,178,181",306.0,1162.0,17
709,745,6.132857,114.25,120.0,15,1,2.7,23.99,PG-13,A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",5,"15,137,184,193,198",147.0,557.0,28
710,746,2.99,109.9444,72.0,10,1,1.9667,10.99,NC-17,A Awe-Inspiring Drama of a Astronaut And a Frisbee who must Conquer a Mad Scientist in Australia,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",4,"120,139,176,197",122.0,459.0,18
711,747,1.779474,103.4737,120.0,10,1,2.85,9.99,R,A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback,"set([u'Deleted Scenes', u'Behind the Scenes'])",5,"40,68,74,138,192",140.0,525.0,19
712,748,2.356667,109.4,96.0,1,1,1.8167,16.99,PG-13,A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",6,"35,73,95,113,145,189",151.0,587.0,30
713,749,6.365,156.125,144.0,11,1,2.55,19.99,R,A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House,"set([u'Deleted Scenes', u'Behind the Scenes'])",5,"1,59,77,127,161",135.0,509.0,16
714,750,4.49,155.8,72.0,13,1,2.4167,25.99,R,A Touching Tale of a Cat And a Pastry Chef who must Conquer a Pastry Chef in A MySQL Convention,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",6,"19,51,56,79,82,105",171.0,656.0,10
715,751,1.615,115.875,144.0,13,1,3.0167,17.99,NC-17,A Thoughtful Documentary of a Boat And a Man who must Meet a Boat in An Abandoned Fun House,set([u'Commentaries']),3,"44,119,177",89.0,330.0,8
716,752,1.865,95.75,144.0,12,1,1.6833,27.99,NC-17,A Thoughtful Documentary of a Crocodile And a Robot who must Outrace a Womanizer in The Outback,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",8,"8,9,19,61,86,106,141,197",218.0,819.0,8
717,753,2.860968,107.0,72.0,8,1,0.8,20.99,PG,A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia,set([u'Deleted Scenes']),5,"43,79,109,144,173",138.0,533.0,31
718,754,3.156667,78.5,144.0,5,1,2.5,17.99,PG-13,A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",7,"2,33,40,54,60,115,156",188.0,758.0,6
719,755,6.037619,109.2857,120.0,3,1,1.65,11.99,PG,A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert,"set([u'Trailers', u'Behind the Scenes'])",4,"25,58,97,160",100.0,402.0,21
720,756,3.061429,119.4286,168.0,5,1,1.3333,10.99,PG-13,A Stunning Epistle of a Feminist And a A Shark who must Battle a Woman in An Abandoned Fun House,"set([u'Trailers', u'Deleted Scenes'])",3,"19,132,153",67.0,259.0,14
721,757,5.74,154.3125,96.0,6,1,1.7667,28.99,G,A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan,set([u'Trailers']),7,"20,48,72,97,114,155,173",192.0,749.0,16
722,758,3.99,112.25,120.0,7,1,2.0833,11.99,G,A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico,set([u'Deleted Scenes']),10,"7,16,26,101,137,170,172,176,197,198",301.0,1151.0,8
723,759,4.642174,112.3043,96.0,13,1,1.2167,29.99,R,A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",4,"14,100,128,142",115.0,436.0,23
724,760,4.35,128.6,120.0,13,1,1.8333,21.99,G,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon,set([u'Commentaries']),2,"76,86",58.0,197.0,25
725,761,3.080909,119.2727,168.0,3,1,2.5667,23.99,PG,A Emotional Documentary of a Moose And a Car who must Redeem a Mad Cow in A Baloon Factory,"set([u'Behind the Scenes', u'Commentaries'])",6,"69,81,85,149,171,185",177.0,671.0,11
726,762,1.220769,111.9231,144.0,10,1,2.5667,29.99,G,A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse,"set([u'Deleted Scenes', u'Behind the Scenes'])",3,"78,144,178",84.0,322.0,13
727,763,7.637059,126.7059,72.0,15,1,1.25,26.99,G,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",5,"63,106,127,177,192",143.0,521.0,17
728,764,7.311429,120.9286,72.0,15,1,2.5,28.99,G,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,"set([u'Deleted Scenes', u'Commentaries'])",9,"14,26,54,75,83,84,130,170,177",254.0,1023.0,28
729,765,5.451538,128.3846,168.0,5,1,3.0333,18.99,R,A Fateful Epistle of a Butler And a Boy who must Redeem a Teacher in Berlin,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",2,"76,98",58.0,216.0,13
730,766,2.406667,127.0833,120.0,7,1,1.4,25.99,PG-13,A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",6,"7,23,46,61,67,153",159.0,625.0,12
731,767,5.39625,97.1563,144.0,12,1,3.05,13.99,NC-17,A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery,"set([u'Behind the Scenes', u'Commentaries'])",5,"45,57,61,78,160",133.0,515.0,32
732,768,6.712222,105.4706,72.0,3,1,1.7,11.99,PG-13,A Emotional Yarn of a Teacher And a Girl who must Find a Teacher in A Baloon Factory,"set([u'Deleted Scenes', u'Commentaries'])",7,"46,93,141,148,152,155,187",178.0,694.0,18
733,769,5.99,124.5,120.0,9,1,2.5167,21.99,PG-13,A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse,set([u'Trailers']),8,"8,56,66,79,160,179,195,197",216.0,814.0,6
734,770,3.59,83.0,120.0,9,1,2.45,13.99,G,A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",5,"7,17,47,131,188",141.0,555.0,15
735,771,7.337826,117.7391,72.0,7,1,2.2833,23.99,NC-17,A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House,"set([u'Deleted Scenes', u'Commentaries'])",8,"8,19,27,60,90,121,127,172",229.0,849.0,23
736,772,4.444545,113.5,96.0,7,1,1.3333,24.99,PG,A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat,set([u'Deleted Scenes']),8,"39,59,73,112,141,148,175,184",204.0,801.0,22
737,773,3.682308,127.76,144.0,15,1,1.8667,28.99,NC-17,A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",3,"71,72,188",74.0,302.0,26
738,774,5.418571,123.7143,72.0,5,1,3.0333,22.99,NC-17,A Fast-Paced Tale of a Car And a Mad Scientist who must Kill a Womanizer in Ancient Japan,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",4,"101,107,128,188",135.0,497.0,14
739,775,6.822917,129.6957,96.0,7,1,1.8333,18.99,PG-13,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,set([u'Trailers']),6,"22,33,94,124,156,191",161.0,632.0,24
740,776,5.561429,113.619,144.0,6,1,1.5,11.99,PG,A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans,"set([u'Deleted Scenes', u'Commentaries'])",3,"55,79,144",83.0,312.0,21
741,777,6.267778,130.2222,120.0,15,1,2.6333,10.99,PG,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,"set([u'Behind the Scenes', u'Commentaries'])",6,"47,83,93,111,150,180",174.0,680.0,18
742,778,7.64,128.9,72.0,8,1,1.8167,24.99,G,A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse,"set([u'Trailers', u'Commentaries'])",6,"45,96,117,140,169,175",176.0,662.0,20
743,779,6.847143,108.8571,96.0,15,1,0.9,23.99,R,A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House,"set([u'Deleted Scenes', u'Behind the Scenes'])",7,"16,34,41,100,165,171,187",192.0,743.0,7
744,780,5.29,100.2,168.0,8,1,1.6333,15.99,PG,A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory,set([u'Behind the Scenes']),6,"61,74,75,106,121,174",161.0,618.0,10
745,781,6.19,109.6,96.0,10,1,2.1167,15.99,R,A Unbelieveable Character Study of a Dog And a Mad Cow who must Kill a Monkey in Berlin,set([u'Deleted Scenes']),7,"24,56,63,76,107,136,195",203.0,776.0,5
746,782,3.762727,132.6818,144.0,15,1,1.0,26.99,PG-13,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,"set([u'Behind the Scenes', u'Commentaries'])",6,"10,23,84,98,119,149",180.0,689.0,22
747,783,3.99,127.4286,120.0,16,1,1.55,22.99,PG,A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin,"set([u'Deleted Scenes', u'Commentaries'])",3,"15,60,117",96.0,337.0,14
748,784,3.132857,94.4286,168.0,16,1,0.7833,20.99,PG,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",8,"20,41,44,60,83,116,159,199",222.0,836.0,14
749,785,5.779474,132.0,144.0,16,1,1.3333,20.99,PG,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,"set([u'Deleted Scenes', u'Commentaries'])",10,"19,37,88,109,117,124,144,155,163,199",263.0,1028.0,19
750,786,1.31,114.96,168.0,3,1,1.8833,14.99,R,A Thoughtful Drama of a Robot And a Womanizer who must Kill a Lumberjack in A Baloon,set([u'Deleted Scenes']),5,"109,119,123,162,194",133.0,537.0,25
751,787,2.865,126.125,96.0,16,1,2.0833,12.99,G,A Awe-Inspiring Character Study of a Astronaut And a Forensic Psychologist who must Challenge a Madman in Ancient India,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",5,"47,82,101,141,184",145.0,566.0,8
752,788,3.19,71.2667,120.0,6,1,1.7333,15.99,R,A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback,set([u'Commentaries']),8,"34,79,80,94,118,119,166,189",217.0,831.0,15
753,789,3.323333,128.5714,168.0,9,1,1.3167,15.99,PG-13,A Fateful Tale of a Mad Cow And a Crocodile who must Meet a Husband in New Orleans,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",1,159,26.0,100.0,30
754,790,1.573333,118.9583,144.0,7,1,1.1167,22.99,PG-13,A Fast-Paced Story of a Crocodile And a A Shark who must Sink a Pioneer in Berlin,set([u'Trailers']),3,"28,47,55",75.0,312.0,24
755,791,6.83,101.12,72.0,6,1,2.7833,24.99,PG-13,A Fanciful Saga of a Student And a Girl who must Find a Butler in Ancient Japan,set([u'Deleted Scenes']),2,"69,127",54.0,206.0,25
756,792,3.123333,84.2143,168.0,9,1,2.5667,15.99,PG-13,A Fateful Yarn of a Secret Agent And a Feminist who must Find a Feminist in A Jet Boat,set([u'Commentaries']),3,"48,143,148",71.0,265.0,15
757,793,3.775714,134.0,144.0,1,1,2.3167,14.99,R,A Fateful Character Study of a Waitress And a Technical Writer who must Battle a Hunter in A Baloon,"set([u'Trailers', u'Deleted Scenes', u'Behind the Scenes'])",4,"28,31,38,66",105.0,409.0,14
758,794,2.49,145.6667,120.0,1,1,0.8667,28.99,G,A Stunning Panorama of a Crocodile And a Womanizer who must Meet a Feminist in The Canadian Rockies,"set([u'Deleted Scenes', u'Behind the Scenes'])",6,"17,34,142,160,167,195",161.0,593.0,12
759,795,1.19,123.2667,168.0,8,1,1.85,23.99,R,A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft,"set([u'Trailers', u'Deleted Scenes'])",7,"15,26,50,56,105,122,196",210.0,789.0,15
760,796,3.856667,134.3333,72.0,15,1,2.25,12.99,NC-17,A Emotional Character Study of a Frisbee And a Mad Scientist who must Build a Madman in California,"set([u'Deleted Scenes', u'Commentaries'])",5,"99,102,107,112,198",174.0,634.0,15
761,797,1.0525,124.4375,168.0,12,1,1.1167,23.99,R,A Emotional Drama of a Sumo Wrestler And a Dentist who must Confront a Sumo Wrestler in A Baloon,"set([u'Trailers', u'Deleted Scenes', u'Behind the Scenes'])",4,"30,45,117,174",108.0,423.0,16
762,798,7.656667,160.4545,96.0,14,1,1.2333,11.99,PG,A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India,"set([u'Trailers', u'Commentaries'])",5,"4,21,42,131,165",127.0,508.0,12
763,799,3.156667,121.8333,72.0,11,1,0.85,26.99,NC-17,A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank,"set([u'Trailers', u'Commentaries'])",3,"40,41,158",93.0,357.0,6
764,800,3.353636,128.3636,168.0,11,1,2.1,19.99,PG-13,A Epic Display of a Dog And a Boat who must Succumb a Mad Scientist in An Abandoned Mine Shaft,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",4,"17,58,159,167",116.0,436.0,22
765,804,5.49,117.1739,168.0,11,1,2.15,13.99,PG-13,A Stunning Reflection of a Sumo Wrestler And a Explorer who must Sink a Frisbee in A MySQL Convention,"set([u'Trailers', u'Commentaries'])",4,"21,23,74,168",123.0,430.0,24
766,805,6.09,117.8421,120.0,2,1,1.0667,12.99,G,A Amazing Saga of a Moose And a Pastry Chef who must Escape a Butler in Australia,"set([u'Trailers', u'Deleted Scenes', u'Behind the Scenes'])",4,"7,27,60,129",128.0,470.0,20
767,806,4.419048,123.7,96.0,13,1,2.2833,25.99,PG,A Emotional Epistle of a Moose And a Composer who must Fight a Technical Writer in The Outback,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",6,"7,132,133,136,190,198",181.0,669.0,21
768,807,2.561429,117.8571,96.0,10,1,1.45,25.99,NC-17,A Fateful Character Study of a Husband And a Dog who must Find a Feminist in Ancient India,"set([u'Deleted Scenes', u'Behind the Scenes'])",7,"80,91,114,161,165,168,193",185.0,723.0,21
769,808,2.49,127.1667,120.0,4,1,1.4,10.99,R,A Intrepid Character Study of a Robot And a Monkey who must Reach a Secret Agent in An Abandoned Amusement Park,set([u'Behind the Scenes']),3,"18,86,136",81.0,311.0,6
770,809,1.9275,120.9375,120.0,15,1,2.6,14.99,PG-13,A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention,"set([u'Trailers', u'Deleted Scenes'])",7,"63,84,130,131,165,174,180",177.0,737.0,16
771,810,2.323333,125.1667,120.0,8,1,2.45,21.99,PG,A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",3,"45,102,149",104.0,366.0,24
772,811,5.89,160.4,96.0,16,1,1.0,29.99,G,A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin,"set([u'Behind the Scenes', u'Commentaries'])",8,"2,5,9,49,78,149,179,180",217.0,833.0,10
773,812,1.046111,103.8235,168.0,6,1,0.8333,13.99,PG-13,A Lacklusture Saga of a Mad Cow And a Mad Scientist who must Sink a Cat in A MySQL Convention,set([u'Behind the Scenes']),6,"12,29,52,85,117,158",185.0,666.0,18
774,813,1.24,120.5455,168.0,15,1,3.0667,18.99,R,A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China,set([u'Behind the Scenes']),2,"95,195",58.0,222.0,12
775,814,5.808182,135.9091,144.0,5,1,1.8333,15.99,PG,A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin,set([u'Commentaries']),3,"124,128,135",76.0,296.0,22
776,815,4.212222,92.1111,96.0,4,1,1.2333,14.99,PG-13,A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies,set([u'Commentaries']),9,"9,32,39,55,100,169,188,196,197",242.0,940.0,9
777,816,3.163913,118.0435,72.0,2,1,1.0333,27.99,G,A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse,set([u'Trailers']),3,"13,28,181",105.0,365.0,23
778,817,5.24,97.375,168.0,14,1,3.0833,27.99,R,A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",9,"5,13,15,35,90,112,153,179,198",254.0,978.0,8
779,818,6.726842,121.7895,96.0,7,1,3.0,17.99,NC-17,A Boring Character Study of a Car And a Husband who must Outgun a Frisbee in The First Manned Space Station,"set([u'Behind the Scenes', u'Commentaries'])",3,"136,159,185",88.0,336.0,19
780,819,3.171818,119.6,72.0,12,1,2.75,29.99,PG-13,A Amazing Documentary of a Man And a Husband who must Confront a Squirrel in A MySQL Convention,"set([u'Trailers', u'Deleted Scenes'])",5,"88,127,182,191,192",136.0,506.0,11
781,820,5.322667,124.6923,72.0,2,1,3.0667,11.99,NC-17,A Taut Character Study of a Explorer And a Mad Cow who must Battle a Hunter in Ancient China,"set([u'Behind the Scenes', u'Commentaries'])",6,"23,46,140,164,180,189",168.0,635.0,15
782,821,1.656667,98.3333,144.0,9,1,3.0667,17.99,NC-17,A Fast-Paced Display of a Squirrel And a Composer who must Fight a Forensic Psychologist in A Jet Boat,"set([u'Trailers', u'Deleted Scenes'])",4,"26,141,143,152",115.0,424.0,12
783,822,1.615,100.0,144.0,8,1,2.8167,12.99,R,A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention,set([u'Behind the Scenes']),2,"103,145",58.0,198.0,8
784,823,4.899091,127.381,96.0,1,1,2.3833,21.99,R,A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park,"set([u'Behind the Scenes', u'Commentaries'])",2,"70,73",49.0,188.0,22
785,824,6.767778,129.1111,96.0,8,1,0.8667,19.99,NC-17,A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse,"set([u'Deleted Scenes', u'Behind the Scenes'])",3,"98,158,180",87.0,343.0,9
786,825,3.823333,125.0833,144.0,1,1,2.75,22.99,PG-13,A Lacklusture Drama of a Forensic Psychologist And a Car who must Redeem a Man in A Manhattan Penthouse,"set([u'Deleted Scenes', u'Behind the Scenes'])",3,"44,92,161",96.0,337.0,12
787,826,5.545556,129.7778,168.0,16,1,2.0667,19.99,PG-13,A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China,"set([u'Behind the Scenes', u'Commentaries'])",6,"6,23,97,129,160,168",165.0,628.0,9
788,827,5.79,99.55,120.0,7,1,2.35,22.99,NC-17,A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",11,"3,28,38,43,55,81,114,174,176,177,191",295.0,1168.0,20
789,828,3.220769,108.7692,168.0,4,1,1.3167,12.99,G,A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery,"set([u'Trailers', u'Deleted Scenes', u'Behind the Scenes'])",6,"95,101,102,175,182,193",179.0,669.0,13
790,829,3.066923,136.7692,168.0,8,1,2.3,12.99,PG-13,A Lacklusture Epistle of a Sumo Wrestler And a Squirrel who must Defeat a Explorer in California,"set([u'Deleted Scenes', u'Commentaries'])",8,"24,46,50,66,91,98,112,141",211.0,837.0,13
791,830,1.056667,100.3333,168.0,11,1,2.4833,23.99,R,A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan,"set([u'Deleted Scenes', u'Commentaries'])",11,"27,46,60,84,87,120,140,143,158,174,191",323.0,1236.0,15
792,831,1.808182,123.4545,120.0,14,1,2.3,20.99,PG-13,A Taut Story of a Waitress And a Man who must Face a Car in A Baloon Factory,"set([u'Behind the Scenes', u'Commentaries'])",5,"39,61,105,107,117",162.0,585.0,11
793,832,2.418571,138.7857,120.0,8,1,2.9167,16.99,PG,A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",10,"1,4,13,24,61,64,96,137,164,165",257.0,1052.0,14
794,833,1.942381,113.9524,120.0,3,1,2.2333,20.99,R,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",10,"13,23,43,71,83,89,163,165,172,196",275.0,1067.0,21
795,834,2.09,103.7,96.0,6,1,2.5167,26.99,G,A Fanciful Story of a Technical Writer And a Squirrel who must Defeat a Dog in The Gulf of Mexico,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",7,"68,70,74,129,164,191,193",190.0,720.0,10
796,835,3.508519,122.1481,144.0,10,1,1.8667,13.99,PG-13,A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",8,"28,40,60,93,99,105,140,157",244.0,936.0,27
797,836,3.99,82.4286,72.0,15,1,2.2667,14.99,PG,A Fast-Paced Display of a Pastry Chef And a Dog who must Kill a Teacher in Berlin,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",5,"34,46,74,126,181",139.0,501.0,7
798,837,4.69,130.1,96.0,5,1,1.4167,19.99,PG,A Lacklusture Panorama of a Woman And a Frisbee who must Chase a Crocodile in A Jet Boat,"set([u'Behind the Scenes', u'Commentaries'])",2,"102,196",71.0,245.0,10
799,838,5.951538,117.2308,120.0,1,1,1.8667,25.99,R,A Touching Display of a Pioneer And a Butler who must Chase a Car in California,"set([u'Trailers', u'Deleted Scenes'])",6,"12,30,82,90,92,113",175.0,664.0,26
800,839,1.275714,75.0,120.0,14,1,2.1667,23.99,PG-13,A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia,"set([u'Deleted Scenes', u'Behind the Scenes'])",7,"37,38,68,82,88,127,176",203.0,775.0,7
801,840,2.347143,120.9286,120.0,10,1,1.25,26.99,R,A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",6,"37,50,68,79,141,158",188.0,711.0,14
802,841,4.132857,132.45,120.0,15,1,3.0167,9.99,PG,A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank,set([u'Commentaries']),5,"5,101,114,137,168",145.0,551.0,21
803,842,4.76,132.0,96.0,10,1,1.8833,13.99,NC-17,A Beautiful Display of a Cat And a Pastry Chef who must Outrace a Mad Cow in A Jet Boat,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",7,"18,23,54,136,142,154,175",202.0,787.0,13
804,843,6.163913,105.3478,96.0,4,1,2.3833,15.99,NC-17,A Fast-Paced Yarn of a Composer And a Frisbee who must Face a Moose in Nigeria,"set([u'Deleted Scenes', u'Commentaries'])",3,"13,84,198",106.0,385.0,23
805,844,5.723333,121.0667,144.0,15,1,2.3333,16.99,PG,A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",4,"56,116,156,162",99.0,419.0,15
806,845,5.24,126.5,168.0,9,1,0.8,9.99,NC-17,A Touching Epistle of a Crocodile And a Teacher who must Build a Forensic Psychologist in A MySQL Convention,"set([u'Deleted Scenes', u'Behind the Scenes'])",4,"102,144,182,185",130.0,461.0,20
807,846,7.609048,124.0952,72.0,13,1,1.55,9.99,NC-17,A Fanciful Drama of a Frisbee And a Dog who must Fight a Madman in A Jet Boat,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",7,"7,34,96,100,115,127,152",186.0,709.0,21
808,847,3.275714,87.2857,168.0,13,1,2.6667,10.99,PG,A Boring Epistle of a Crocodile And a Lumberjack who must Outgun a Moose in Ancient China,set([u'Commentaries']),7,"14,51,111,121,153,169,180",187.0,723.0,14
809,848,3.626364,128.2727,72.0,16,1,1.5667,19.99,G,A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia,set([u'Trailers']),1,74,28.0,92.0,11
810,849,1.61069,115.069,144.0,2,1,0.95,28.99,NC-17,A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",8,"91,107,141,155,169,171,188,191",238.0,911.0,29
811,850,1.418571,105.6786,168.0,1,1,2.7167,27.99,R,A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft,"set([u'Trailers', u'Behind the Scenes'])",5,"11,76,100,161,183",131.0,499.0,28
812,851,2.89,103.8,72.0,15,1,2.5167,19.99,R,A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback,"set([u'Behind the Scenes', u'Commentaries'])",3,"56,164,193",77.0,305.0,20
813,852,3.615,147.6667,96.0,3,1,1.7167,27.99,NC-17,A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",9,"57,64,65,78,102,118,173,174,179",266.0,1015.0,24
814,853,6.899091,104.9091,72.0,3,1,2.3167,12.99,G,A Awe-Inspiring Yarn of a Womanizer And a Explorer who must Fight a Woman in The First Manned Space Station,"set([u'Deleted Scenes', u'Commentaries'])",9,"17,23,34,37,38,59,79,174,189",257.0,954.0,11
815,854,7.284118,135.9412,96.0,11,1,1.9833,22.99,R,A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico,"set([u'Trailers', u'Behind the Scenes'])",5,"11,27,44,72,150",148.0,552.0,17
816,855,1.5525,143.2667,168.0,6,1,2.2,28.99,PG-13,A Astounding Character Study of a Hunter And a Waitress who must Sink a Man in New Orleans,"set([u'Trailers', u'Behind the Scenes'])",3,"23,90,95",101.0,358.0,16
